,Category,tweet,polarity,analysis
14467,ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,0.5625,Positive
14468,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0.5,Positive
14469,ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,0.07499999999999998,Positive
14470,ham,Nope... Juz off from work...,0.0,Neutral
14471,ham,Huh so fast... Dat means u havent finished painting?,0.2,Positive
14472,ham,what number do u live at? Is it 11?,0.13636363636363635,Positive
14473,ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",0.4,Positive
14474,ham,Sac will score big hundred.he is set batsman:-),0.25,Positive
14475,ham,Send me yetty's number pls.,0.0,Neutral
14476,ham,How much it will cost approx . Per month.,0.2,Positive
14477,ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,0.45,Positive
14478,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",0.0,Neutral
14479,ham,"That's fine, have him give me a call if he knows what he wants or has any questions",0.30833333333333335,Positive
14480,ham,"Sorry, got a late start, we're on the way",-0.4,Negative
14481,ham,Then u go back urself lor...,0.0,Neutral
14482,ham,I AM AT THE GAS STATION. GO THERE.,0.0,Neutral
14483,ham,"K, if u bored up just come to my home..",-0.5,Negative
14484,ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,1.0,Positive
14485,ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",1.0,Positive
14486,ham,Still i have not checked it da. . .,0.0,Neutral
14487,ham,You will go to walmart. I.ll stay.,0.0,Neutral
14488,ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0.5,Positive
14489,ham,Oh great. I.ll disturb him more so that we can talk.,0.65,Positive
14490,ham,Reverse is cheating. That is not mathematics.,0.0,Neutral
14491,ham,U're welcome... Caught u using broken english again...,0.13333333333333333,Positive
14492,ham,No problem baby. Is this is a good time to talk? I called and left a message.,0.35,Positive
14493,ham,"Sorry, I'll call later",-0.25,Negative
14494,ham,Oh is it! Which brand?,0.0,Neutral
14495,ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0.03814935064935065,Positive
14496,ham,At what time are you coming.,0.0,Neutral
14497,ham,Call him and say you not coming today ok and tell them not to fool me like this ok,0.5,Positive
14498,ham,I emailed yifeng my part oredi.. Can ü get it fr him..,0.0,Neutral
14499,ham,R u sure they'll understand that! Wine * good idea just had a slurp!,0.75,Positive
14500,ham,Minimum walk is 3miles a day.,0.0,Neutral
14501,ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,0.5,Positive
14502,ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0.25,Positive
14503,ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,-0.15000000000000002,Negative
14504,spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,-0.5,Negative
14505,ham,Please attend the phone:),0.5,Positive
14506,ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,-0.2904761904761905,Negative
14507,ham,No messages on her phone. I'm holding it now,0.0,Neutral
14508,ham,Can... I'm free...,0.4,Positive
14509,ham,"Yo my trip got postponed, you still stocked up?",0.0,Neutral
14510,ham,"Sorry, I'll call later",-0.25,Negative
14511,ham,I am waiting for your call sir.,0.0,Neutral
14512,ham,Hey what are you doing. Y no reply pa..,0.0,Neutral
14513,ham,"Hey elaine, is today's meeting still on?",0.0,Neutral
14514,ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,-0.5,Negative
14515,ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,0.5,Positive
14516,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0.0,Neutral
14517,ham,And now electricity just went out fml.,0.0,Neutral
14518,ham,"Looks like you found something to do other than smoke, great job!",0.4375,Positive
14519,ham,Also andros ice etc etc,0.0,Neutral
14520,ham,:),0.5,Positive
14521,ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",0.46249999999999997,Positive
14522,ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,0.2,Positive
14523,ham,Hows that watch resizing,0.0,Neutral
14524,ham,Dear umma she called me now :-),0.5,Positive
14525,ham,Just finished. Missing you plenty,-0.2,Negative
14526,spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",0.375,Positive
14527,ham,"Well, I meant as opposed to my drunken night of before",0.0,Neutral
14528,ham,K... Must book a not huh? so going for yoga basic on sunday?,0.0,Neutral
14529,spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,0.4,Positive
14530,ham,Ok can...,0.5,Positive
14531,ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",0.0625,Positive
14532,ham,So u workin overtime nigpun?,0.0,Neutral
14533,ham,Same as kallis dismissial in 2nd test:-).,0.16666666666666666,Positive
14534,ham,O. Guess they both got screwd,0.0,Neutral
14535,spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,0.0,Neutral
14536,ham,"I'm in a meeting, call me later at",0.0,Neutral
14537,ham,What r u cooking me for dinner?,0.0,Neutral
14538,ham,Ok thanx...,0.5,Positive
14539,ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,-0.019318181818181818,Negative
14540,ham,Then i buy.,0.0,Neutral
14541,spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,0.0,Neutral
14542,ham,Heehee that was so funny tho,0.25,Positive
14543,ham,It only does simple arithmetic not percentages.,0.0,Neutral
14544,ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",0.05000000000000002,Positive
14545,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",0.16666666666666666,Positive
14546,ham,Thanks honey. Have a great day.,0.5,Positive
14547,ham,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",-0.09531249999999998,Negative
14548,ham,Good night my dear.. Sleepwell&amp;Take care,0.7,Positive
14549,ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,-0.2,Negative
14550,ham,"Jus chillaxin, what up",0.0,Neutral
14551,ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.,0.35,Positive
14552,ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",0.22249999999999998,Positive
14553,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,0.3340909090909091,Positive
14554,ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!",0.44722222222222224,Positive
14555,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0.8,Positive
14556,ham,Only once then after ill obey all yours.,-0.25,Negative
14557,ham,No she didnt. I will search online and let you know.,0.0,Neutral
14558,ham,Where do you need to go to get it?,0.0,Neutral
14559,ham,No pic. Please re-send.,0.0,Neutral
14560,ham,He remains a bro amongst bros,0.0,Neutral
14561,ham,Uhhhhrmm isnt having tb test bad when youre sick,-0.7071428571428571,Negative
14562,ham,But i haf enuff space got like 4 mb...,0.0,Neutral
14563,spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,0.4866071428571429,Positive
14564,spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,0.2681818181818182,Positive
14565,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",0.16666666666666666,Positive
14566,spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,1.0,Positive
14567,spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,0.5,Positive
14568,spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,0.43333333333333335,Positive
14569,spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,0.13636363636363635,Positive
14570,ham,True. Its easier with her here.,0.35,Positive
14571,ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,0.35,Positive
14572,ham,Haha okay... Today weekend leh...,0.35,Positive
14573,ham,Hi darlin did youPhone me? Im atHome if youwanna chat.,0.0,Neutral
14574,ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,-0.2,Negative
14575,ham,You've always been the brainy one.,0.0,Neutral
14576,ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,0.0,Neutral
14577,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,0.0,Neutral
14578,ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",0.625,Positive
14579,ham,Sending you greetings of joy and happiness. Do have a gr8 evening,0.75,Positive
14580,ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,0.4,Positive
14581,ham,If india win or level series means this is record:),0.65,Positive
14582,ham,Then what about further plan?,0.0,Neutral
14583,ham,Its good to hear from you,0.7,Positive
14584,ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",0.5,Positive
14585,ham,What time you thinkin of goin?,0.0,Neutral
14586,spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,0.26,Positive
14587,spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,1.0,Positive
14588,ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,0.4166666666666667,Positive
14589,ham,Yes but I don't care cause I know its there!,0.0,Neutral
14590,ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",0.0,Neutral
14591,ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer...",0.32,Positive
14592,ham,Sitting ard nothing to do lor. U leh busy w work?,0.1,Positive
14593,ham,Its  &lt;#&gt; k here oh. Should i send home for sale.,0.0,Neutral
14594,ham,Sorry. || mail? ||,-0.5,Negative
14595,ham,Ya just telling abt tht incident..,0.0,Neutral
14596,ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,0.1,Positive
14597,ham,Ugh just got outta class,0.0,Neutral
14598,ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",-0.24999999999999997,Negative
14599,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0.0,Neutral
14600,ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,0.0,Neutral
14601,ham,Ok. I.ll do you right later.,0.14285714285714285,Positive
14602,ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,-0.05454545454545454,Negative
14603,ham,Have your lunch and come quickly and open the door:),0.27777777777777773,Positive
14604,spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,0.0,Neutral
14605,ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,0.31,Positive
14606,ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",0.0,Neutral
14607,spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,-0.05,Negative
14608,ham,i am seeking a lady in the street and a freak in the sheets. Is that you?,0.0,Neutral
14609,ham,My phone,0.0,Neutral
14610,ham,"Haha figures, well I found the piece and priscilla's bowl",0.2,Positive
14611,ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",-0.225,Negative
14612,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,0.0,Neutral
14613,ham,yay! finally lol. i missed our cinema trip last week :-(,0.01666666666666668,Positive
14614,ham,All day working day:)except saturday and sunday..,0.0,Neutral
14615,ham,aathi..where are you dear..,0.0,Neutral
14616,ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0.16428571428571428,Positive
14617,ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",0.0,Neutral
14618,ham,You getting back any time soon?,0.0,Neutral
14619,ham,", how's things? Just a quick question.",0.3333333333333333,Positive
14620,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0.16428571428571428,Positive
14621,ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",0.2857142857142857,Positive
14622,ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,0.06818181818181818,Positive
14623,ham,I can ask around but there's not a lot in terms of mids up here,0.0,Neutral
14624,ham,Be sure to check your yahoo email. We sent photos yesterday,0.5,Positive
14625,ham,What was she looking for?,0.0,Neutral
14626,ham,Wherre's my boytoy ? :-(,-0.75,Negative
14627,spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,0.06818181818181818,Positive
14628,ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",0.5208333333333334,Positive
14629,ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,-0.28181818181818175,Negative
14630,ham,No:-)i got rumour that you going to buy apartment in chennai:-),0.5,Positive
14631,ham,"Yeah, probably earlier than that",0.0,Neutral
14632,ham,Change windows logoff sound..,0.4,Positive
14633,ham,Still i have not checked it da. . .,0.0,Neutral
14634,ham,I'm also came to room.,0.0,Neutral
14635,ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,0.0,Neutral
14636,ham,Ok.,0.0,Neutral
14637,ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,0.4,Positive
14638,ham,"Cool, text me when you head out",0.35,Positive
14639,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",0.0,Neutral
14640,spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",0.4,Positive
14641,ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,0.40277777777777773,Positive
14642,ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",0.3333333333333333,Positive
14643,ham,You said to me before i went back to bed that you can't sleep for anything.,0.0,Neutral
14644,ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,0.35,Positive
14645,spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,0.0,Neutral
14646,ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,-0.018518518518518528,Negative
14647,ham,I will come to ur home now,0.0,Neutral
14648,ham,Free any day but i finish at 6 on mon n thurs...,0.4,Positive
14649,ham,Will you be here for food,0.0,Neutral
14650,ham,"life alle mone,eppolum oru pole allalo",0.0,Neutral
14651,ham,Nite...,0.0,Neutral
14652,ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",0.546875,Positive
14653,ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!",0.5980113636363636,Positive
14654,ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,0.4125,Positive
14655,ham,I just saw ron burgundy captaining a party boat so yeah,0.0,Neutral
14656,ham,I'm serious. You are in the money base,-0.5666666666666667,Negative
14657,ham,Already one guy loving you:-.,0.175,Positive
14658,ham,Staff of placement training in Amrita college.,0.0,Neutral
14659,ham,I always chat with you. In fact i need money can you raise me?,0.0,Neutral
14660,ham,I'm job profile seems like bpo..,0.0,Neutral
14661,ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",0.52,Positive
14662,ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",0.06000000000000001,Positive
14663,ham,Are you willing to go for apps class.,0.25,Positive
14664,ham,Hanging out with my brother and his family,0.0,Neutral
14665,ham,No it will reach by 9 only. She telling she will be there. I dont know,0.0,Neutral
14666,ham,Hey... are you going to quit soon? Xuhui and i working till end of the month,0.0,Neutral
14667,ham,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",-0.25,Negative
14668,ham,Try neva mate!!,0.0,Neutral
14669,ham,Yeah that'd pretty much be the best case scenario,0.48333333333333334,Positive
14670,ham,I not free today i haf 2 pick my parents up tonite...,-0.2,Negative
14671,ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",0.1125,Positive
14672,ham,Should i send you naughty pix? :),0.175,Positive
14673,spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",0.0,Neutral
14674,spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",0.19318181818181818,Positive
14675,ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",0.025,Positive
14676,ham,Prepare to be pounded every night...,0.0,Neutral
14677,ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",0.11666666666666665,Positive
14678,ham,"Sorry, I'll call later",-0.25,Negative
14679,ham,Good evening! How are you?,0.875,Positive
14680,ham,I'm at home. Please call,0.0,Neutral
14681,ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,0.0,Neutral
14682,ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",0.39531249999999996,Positive
14683,ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,0.625,Positive
14684,ham,What happen dear. Why you silent. I am tensed,0.0,Neutral
14685,ham,"I'll get there at 3, unless you guys want me to come some time sooner",0.0,Neutral
14686,ham,If you are not coughing then its nothing,0.0,Neutral
14687,ham,Ü come lt 25 n pass to me lar,0.0,Neutral
14688,ham,I'm e person who's doing e sms survey...,0.0,Neutral
14689,ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,0.06000000000000001,Positive
14690,ham,Thank You meet you monday,0.0,Neutral
14691,ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,-0.10625000000000001,Negative
14692,spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",-0.8,Negative
14693,ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0.48214285714285715,Positive
14694,ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",0.25,Positive
14695,ham,"Dad wanted to talk about the apartment so I got a late start, omw now",-0.3,Negative
14696,ham,I love you both too :-),0.5,Positive
14697,ham,Lol u still feeling sick?,0.04285714285714287,Positive
14698,ham,Din i tell u jus now 420,0.0,Neutral
14699,ham,am up to my eyes in philosophy,0.0,Neutral
14700,spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,0.25,Positive
14701,ham,Ok lor. I'm in town now lei.,0.5,Positive
14702,ham,I had it already..sabarish asked me to go..,0.0,Neutral
14703,ham,No da. . Vijay going to talk in jaya tv,0.0,Neutral
14704,spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,0.0,Neutral
14705,ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,0.8083333333333332,Positive
14706,spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,0.0,Neutral
14707,ham,Still chance there. If you search hard you will get it..let have a try :),0.10416666666666666,Positive
14708,spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",0.16666666666666666,Positive
14709,ham,Do you always celebrate NY's with your family ?,0.0,Neutral
14710,ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",0.24642857142857144,Positive
14711,ham,Its ok..come to my home it vl nice to meet and v can chat..,0.6,Positive
14712,spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,0.0,Neutral
14713,ham,Sent me de webadres for geting salary slip,0.0,Neutral
14714,ham,She's fine. Sends her greetings,0.4166666666666667,Positive
14715,spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,0.06818181818181818,Positive
14716,ham,But you dint in touch with me.,0.0,Neutral
14717,ham,"Yup, leaving right now, be back soon",0.14285714285714285,Positive
14718,spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,0.48750000000000004,Positive
14719,ham,Yeah sure I'll leave in a min,0.5,Positive
14720,ham,And do you have any one that can teach me how to ship cars.,0.0,Neutral
14721,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0.0875,Positive
14722,ham,Yeah confirmed for you staying at  that weekend,0.4,Positive
14723,ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..,0.0,Neutral
14724,ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",0.0,Neutral
14725,ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",0.5333333333333333,Positive
14726,ham,Ard 4 lor...,0.0,Neutral
14727,ham,You are right. Meanwhile how's project twins comin up,0.2857142857142857,Positive
14728,ham,I sent your maga that money yesterday oh.,0.0,Neutral
14729,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,0.06818181818181818,Positive
14730,ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0.16428571428571428,Positive
14731,spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,0.12727272727272726,Positive
14732,ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,0.25,Positive
14733,ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,0.4,Positive
14734,ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,0.0,Neutral
14735,ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,-0.2,Negative
14736,ham,How much would it cost to hire a hitman,0.2,Positive
14737,ham,I anything lor...,0.0,Neutral
14738,ham,"Sorry, I'll call later",-0.25,Negative
14739,spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,0.3340909090909091,Positive
14740,ham,Huh but i cant go 2 ur house empty handed right?,0.09285714285714285,Positive
14741,ham,Good morning princess! Happy New Year!,0.6151515151515151,Positive
14742,spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,0.0,Neutral
14743,ham,"Aight, we'll head out in a few",-0.2,Negative
14744,ham,Then wat r u doing now? Busy wif work?,0.1,Positive
14745,ham,I know you mood off today,0.0,Neutral
14746,ham,"Jay told me already, will do",0.0,Neutral
14747,ham,Cps is causing the outages to conserve energy.,0.0,Neutral
14748,ham,"I'm not sure, I was just checking out what was happening around the area",-0.25,Negative
14749,ham,Hey morning what you come to ask:-) pa...,0.5,Positive
14750,ham,Jordan got voted out last nite!,0.0,Neutral
14751,ham,"That means you got an A in epi, she.s fine. She.s here now.",0.4166666666666667,Positive
14752,ham,I have no idea where you are,0.0,Neutral
14753,ham,Pls come quick cant bare this.,0.19166666666666665,Positive
14754,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0.8,Positive
14755,ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",-0.25,Negative
14756,ham,No. I.ll meet you in the library,0.0,Neutral
